Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
220,Voshon Lenard\lenarvo01,SG,27,DEN,80,2331,13.2,0.522,0.452,0.22699999999999998,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,,2.9,0.6,3.5,0.07200000000000001,,0.2,-1.1,-0.8,0.7,58,4.2,10.6,0.397,1.8,4.8,0.385,2.4,5.8,0.40700000000000003,0.484,1.9,2.4,0.797,0.6,2.3,2.9,2.4,0.8,0.2,1.3,2.1,12.2
221,Quincy Lewis\lewisqu01,SF,23,UTA,35,402,7.1,0.469,0.203,0.171,4.4,10.0,7.2,7.2,1.3,2.0,11.4,17.1,,0.0,0.3,0.3,0.040999999999999995,,-4.3,-0.2,-4.5,-0.3,2,1.4,3.5,0.40700000000000003,0.3,0.7,0.36,1.2,2.8,0.418,0.44299999999999995,0.4,0.6,0.7140000000000001,0.4,0.9,1.3,0.5,0.3,0.3,0.5,2.2,3.5
222,Rashard Lewis\lewisra02,PF,21,SEA,78,2720,17.3,0.5870000000000001,0.321,0.24,6.1,16.7,11.4,7.6,1.8,1.2,11.6,18.4,,5.9,2.1,8.0,0.142,,2.4,-0.4,2.1,2.8,78,5.5,11.4,0.48,1.6,3.7,0.43200000000000005,3.9,7.7,0.503,0.55,2.3,2.7,0.826,1.8,5.1,6.9,1.6,1.2,0.6,1.7,2.4,14.8
223,Randy Livingston\livinra01,PG,25,GSW,2,7,-3.7,0.0,0.5,0.0,0.0,16.5,7.6,19.2,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,-0.222,,-11.2,-4.4,-15.6,0.0,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
224,Art Long\longar01,PF,28,SAC,9,20,-3.6,0.0,0.0,0.5,11.1,31.5,21.5,6.4,0.0,10.0,29.1,15.2,,-0.1,0.1,-0.1,-0.214,,-14.6,1.7,-12.8,-0.1,0,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.7,0.9,0.1,0.0,0.3,0.2,0.6,0.0
225,Grant Long\longgr01,PF,34,VAN,66,1507,11.4,0.51,0.047,0.49200000000000005,5.8,14.9,10.4,8.7,2.5,0.7,13.8,13.6,,1.0,1.4,2.4,0.078,,-2.3,1.2,-1.1,0.3,27,2.1,4.8,0.439,0.1,0.2,0.267,2.1,4.6,0.447,0.445,1.7,2.4,0.713,1.2,3.0,4.2,1.3,1.1,0.2,0.9,2.4,6.0
226,Luc Longley\longllu01,C,32,NYK,25,301,3.7,0.39899999999999997,0.0,0.315,10.8,15.6,13.3,3.7,0.6,2.4,26.4,13.6,,-0.5,0.5,0.0,0.0,,-7.0,0.6,-6.4,-0.3,2,0.7,2.2,0.33299999999999996,0.0,0.0,,0.7,2.2,0.33299999999999996,0.33299999999999996,0.5,0.7,0.765,1.0,1.6,2.6,0.3,0.1,0.4,0.9,2.0,2.0
227,Felipe López\lopezfe01,SG-PG,26,TOT,70,1565,12.5,0.503,0.109,0.326,4.0,13.5,8.7,11.3,2.1,1.4,13.2,18.0,,0.9,1.0,1.9,0.057,,-1.2,0.2,-1.0,0.4,48,3.0,6.8,0.441,0.3,0.7,0.365,2.7,6.1,0.451,0.461,1.6,2.2,0.6990000000000001,0.8,2.6,3.3,1.5,0.9,0.4,1.2,2.2,7.9
227,Felipe López\lopezfe01,SG,26,WAS,47,1108,11.9,0.5,0.08900000000000001,0.377,3.1,14.0,8.4,11.1,1.9,1.2,12.8,17.5,,0.6,0.5,1.1,0.049,,-1.6,0.0,-1.5,0.1,38,3.0,6.9,0.436,0.1,0.6,0.207,2.9,6.3,0.45799999999999996,0.445,1.9,2.6,0.732,0.6,2.8,3.4,1.6,0.9,0.4,1.2,2.3,8.1
227,Felipe López\lopezfe01,PG,26,MIN,23,457,13.9,0.51,0.151,0.217,6.2,12.4,9.2,11.6,2.4,1.9,14.0,19.1,,0.3,0.5,0.7,0.077,,-0.3,0.5,0.2,0.3,10,3.0,6.6,0.45399999999999996,0.6,1.0,0.565,2.4,5.6,0.434,0.49700000000000005,0.8,1.4,0.5760000000000001,1.1,2.1,3.2,1.5,0.9,0.5,1.2,2.0,7.4
228,Tyronn Lue\luety01,PG,23,LAL,38,468,8.7,0.51,0.29100000000000004,0.205,1.2,6.4,3.9,14.3,2.1,0.0,17.5,14.8,,0.2,0.2,0.4,0.042,,-3.6,-0.4,-4.0,-0.2,1,1.3,3.1,0.42700000000000005,0.3,0.9,0.324,1.0,2.2,0.47,0.474,0.5,0.6,0.792,0.1,0.7,0.8,1.2,0.5,0.0,0.7,1.4,3.4
229,George Lynch\lynchge01,SF,30,PHI,82,2649,12.4,0.496,0.09300000000000001,0.278,8.7,16.3,12.6,8.4,2.0,0.8,13.6,13.7,,2.3,4.2,6.5,0.11800000000000001,,-0.8,1.3,0.5,1.7,80,3.3,7.5,0.445,0.2,0.7,0.263,3.2,6.8,0.46299999999999997,0.457,1.5,2.1,0.7190000000000001,2.4,4.8,7.2,1.7,1.2,0.4,1.3,2.7,8.4
230,Todd MacCulloch\maccuto01,C,25,PHI,63,597,18.3,0.607,0.0,0.35700000000000004,13.3,18.4,15.9,3.1,0.6,2.3,11.2,18.3,,1.6,0.9,2.5,0.19899999999999998,,0.3,-0.4,-0.1,0.3,3,1.7,2.9,0.589,0.0,0.0,,1.7,2.9,0.589,0.589,0.7,1.0,0.636,1.1,1.6,2.7,0.2,0.1,0.3,0.4,1.5,4.1
231,Don MacLean\macledo01,SF,31,MIA,8,76,16.3,0.613,0.1,0.6,11.0,17.2,14.1,9.6,3.6,1.0,28.3,22.5,,0.0,0.2,0.2,0.12,,-1.2,2.0,0.8,0.1,1,1.3,2.5,0.5,0.3,0.3,1.0,1.0,2.3,0.444,0.55,1.1,1.5,0.75,0.9,1.4,2.3,0.5,0.6,0.1,1.3,1.1,3.9
232,Mark Madsen\madsema01,PF,25,LAL,70,641,9.2,0.53,0.009000000000000001,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,,0.8,0.3,1.1,0.085,,-2.9,-1.6,-4.5,-0.4,3,0.8,1.6,0.48700000000000004,0.0,0.0,1.0,0.8,1.6,0.48200000000000004,0.491,0.4,0.5,0.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2.0
233,Corey Maggette\maggeco01,SF,21,LAC,69,1359,18.2,0.562,0.115,0.591,7.6,16.6,12.3,10.8,1.4,0.5,14.7,24.5,,2.7,1.1,3.9,0.13699999999999998,,1.2,-1.0,0.2,0.7,9,3.3,7.1,0.462,0.2,0.8,0.304,3.0,6.2,0.483,0.479,3.2,4.2,0.774,1.3,2.9,4.2,1.2,0.5,0.1,1.5,2.0,10.0
234,Jamaal Magloire\magloja01,C,22,CHH,74,1095,13.4,0.506,0.006999999999999999,0.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,,0.6,2.0,2.6,0.114,,-2.9,0.8,-2.2,0.0,0,1.6,3.7,0.45,0.0,0.0,0.0,1.6,3.6,0.45399999999999996,0.45,1.3,2.0,0.655,1.4,2.6,4.0,0.4,0.2,1.1,0.8,1.9,4.6
235,Dan Majerle\majerda01,SG,35,MIA,53,1306,9.4,0.48,0.6990000000000001,0.17,1.8,13.3,7.6,11.0,2.2,0.9,11.2,11.6,,0.5,2.1,2.6,0.09699999999999999,,-1.9,2.3,0.4,0.8,19,1.6,4.9,0.336,1.1,3.4,0.315,0.6,1.5,0.385,0.446,0.7,0.8,0.818,0.4,2.8,3.1,1.7,1.0,0.3,0.7,1.8,5.0
236,Karl Malone*\malonka01,PF,37,UTA,81,2895,24.7,0.5720000000000001,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,,9.1,4.0,13.1,0.217,,5.5,1.1,6.6,6.3,81,8.3,16.6,0.498,0.0,0.1,0.4,8.2,16.5,0.499,0.499,6.6,8.3,0.7929999999999999,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2
237,Matt Maloney\malonma01,PG,29,ATL,55,1403,10.4,0.508,0.408,0.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,,0.7,0.8,1.5,0.053,,-1.4,0.5,-0.9,0.4,27,2.7,6.3,0.42,0.9,2.6,0.359,1.7,3.7,0.461,0.493,0.5,0.6,0.765,0.3,1.9,2.1,2.8,1.0,0.1,1.3,1.7,6.7
238,Danny Manning\mannida01,PF,34,UTA,82,1305,14.3,0.537,0.055999999999999994,0.28,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,,1.2,1.4,2.6,0.09699999999999999,,-1.2,0.1,-1.1,0.3,0,3.0,6.1,0.494,0.1,0.3,0.25,2.9,5.8,0.508,0.501,1.2,1.7,0.7290000000000001,0.8,1.8,2.6,1.1,0.6,0.4,1.2,2.7,7.4
239,Stephon Marbury\marbust01,PG,23,NJN,67,2557,22.7,0.54,0.262,0.359,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,,7.2,0.7,7.8,0.147,,5.9,-1.6,4.3,4.1,67,8.4,19.1,0.441,1.6,5.0,0.32799999999999996,6.8,14.1,0.48100000000000004,0.484,5.4,6.8,0.79,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2,23.9
240,Shawn Marion\mariosh01,SF,22,PHO,79,2857,21.0,0.532,0.071,0.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,,5.3,6.4,11.7,0.196,,2.3,1.8,4.1,4.4,79,7.1,14.7,0.48,0.3,1.0,0.256,6.8,13.6,0.49700000000000005,0.489,3.0,3.7,0.81,2.8,7.9,10.7,2.0,1.7,1.4,1.6,2.7,17.3
241,Donyell Marshall\marshdo01,SF,27,UTA,81,2326,19.9,0.568,0.151,0.322,9.4,20.6,15.1,10.1,2.0,2.7,11.7,21.7,,5.1,3.3,8.5,0.174,,3.2,0.6,3.7,3.4,49,5.3,10.5,0.503,0.5,1.6,0.32,4.8,8.9,0.535,0.527,2.5,3.4,0.7509999999999999,2.1,4.9,7.0,1.6,1.0,1.0,1.6,2.4,13.6
242,Darrick Martin\martida01,PG,29,SAC,31,176,17.0,0.563,0.355,0.461,1.3,8.3,4.9,12.9,2.0,0.0,9.9,25.4,,0.5,0.2,0.7,0.182,,-0.4,-0.4,-0.8,0.0,0,0.9,2.5,0.382,0.5,0.9,0.519,0.5,1.6,0.306,0.474,1.0,1.1,0.8859999999999999,0.1,0.5,0.5,0.5,0.2,0.0,0.3,0.9,3.3
243,Kenyon Martin\martike01,PF,23,NJN,68,2272,13.4,0.47200000000000003,0.013999999999999999,0.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,,-0.4,2.5,2.1,0.044000000000000004,,-2.1,0.4,-1.7,0.2,68,5.1,11.4,0.445,0.0,0.2,0.091,5.1,11.3,0.45,0.446,1.8,2.8,0.63,2.0,5.4,7.4,1.9,1.1,1.7,2.0,4.1,12.0
244,Jamal Mashburn\mashbja01,SF,28,CHH,76,2989,17.5,0.493,0.20800000000000002,0.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,,3.1,4.2,7.3,0.11800000000000001,,2.1,0.0,2.1,3.1,76,7.5,18.3,0.413,1.4,3.8,0.35600000000000004,6.2,14.5,0.428,0.45,3.7,4.8,0.7659999999999999,1.2,6.4,7.6,5.4,1.1,0.2,2.8,2.4,20.1
245,Anthony Mason\masonan01,PF,34,MIA,80,3254,17.4,0.555,0.0,0.49700000000000005,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,,6.0,5.6,11.6,0.171,,0.8,1.1,1.9,3.2,80,5.8,11.9,0.48200000000000004,0.0,0.0,,5.8,11.9,0.48200000000000004,0.48200000000000004,4.6,5.9,0.7809999999999999,2.1,7.5,9.6,3.1,1.0,0.3,2.2,2.9,16.1
246,Desmond Mason\masonde01,SF,23,SEA,78,1522,10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,,1.0,0.8,1.7,0.055,,-1.8,-1.0,-2.8,-0.3,14,2.4,5.6,0.431,0.2,0.9,0.26899999999999996,2.2,4.8,0.46,0.451,0.9,1.2,0.736,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1.9,5.9
247,Tony Massenburg\masseto01,PF,33,VAN,52,823,9.6,0.507,0.0,0.35200000000000004,10.5,18.6,14.6,1.8,0.6,2.4,17.3,15.4,,0.1,0.6,0.7,0.040999999999999995,,-4.5,-1.3,-5.9,-0.8,20,1.8,3.8,0.462,0.0,0.0,,1.8,3.8,0.462,0.462,0.9,1.3,0.7,1.4,2.6,4.0,0.2,0.2,0.5,0.9,2.3,4.5
248,Vernon Maxwell\maxweve01,PG,35,TOT,43,660,6.7,0.424,0.498,0.14300000000000002,0.7,10.3,5.6,11.6,1.7,0.3,12.9,18.7,,-0.6,0.7,0.0,0.003,,-3.5,0.1,-3.3,-0.2,6,1.7,5.2,0.327,0.8,2.6,0.306,0.9,2.6,0.348,0.40399999999999997,0.5,0.7,0.6559999999999999,0.1,1.4,1.5,1.1,0.5,0.1,0.8,1.5,4.7
248,Vernon Maxwell\maxweve01,PG,35,PHI,24,375,8.1,0.446,0.512,0.17600000000000002,0.9,10.0,5.6,12.5,1.7,0.0,11.8,18.4,,-0.1,0.4,0.4,0.046,,-2.3,0.5,-1.8,0.0,6,1.8,5.2,0.336,0.9,2.7,0.32799999999999996,0.9,2.5,0.344,0.42,0.6,0.9,0.682,0.1,1.4,1.5,1.2,0.5,0.0,0.8,1.4,5.0
248,Vernon Maxwell\maxweve01,PG,35,DAL,19,285,4.9,0.396,0.48,0.102,0.4,10.7,5.7,10.5,1.6,0.8,14.2,19.0,,-0.6,0.2,-0.3,-0.052000000000000005,,-5.0,-0.3,-5.3,-0.2,0,1.6,5.2,0.316,0.7,2.5,0.27699999999999997,0.9,2.7,0.353,0.38299999999999995,0.3,0.5,0.6,0.1,1.5,1.5,1.1,0.5,0.2,0.9,1.6,4.3
249,Walter McCarty\mccarwa01,PF,26,BOS,60,478,9.2,0.474,0.444,0.222,5.6,14.5,9.9,13.5,1.5,1.1,12.6,15.0,,0.3,0.4,0.7,0.067,,-2.8,-0.4,-3.2,-0.1,3,0.8,2.1,0.35700000000000004,0.3,0.9,0.33899999999999997,0.4,1.2,0.371,0.433,0.4,0.5,0.7859999999999999,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2
250,Dan McClintock\mcclida01,C,23,DEN,6,58,9.9,0.446,0.0,0.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,,0.0,0.0,0.0,0.006999999999999999,,-4.6,-3.3,-7.9,-0.1,1,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.0,0.8,0.0,1.7,1.2,2.8,0.2,0.0,0.3,0.5,1.8,3.0
251,George McCloud\mccloge01,SF,33,DEN,76,2007,12.9,0.496,0.35700000000000004,0.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,,2.0,0.6,2.6,0.062,,-0.2,-0.8,-1.0,0.5,8,3.3,8.6,0.382,1.0,3.1,0.32899999999999996,2.3,5.5,0.41100000000000003,0.44,2.0,2.4,0.84,0.7,2.2,2.9,3.7,0.7,0.4,1.5,2.2,9.6
252,Jelani McCoy\mccoyje01,C,23,SEA,70,1143,11.1,0.52,0.0,0.35200000000000004,9.3,15.9,12.6,7.7,0.8,3.1,19.7,15.0,,0.3,0.8,1.1,0.045,,-2.7,-0.4,-3.1,-0.3,44,2.0,3.8,0.523,0.0,0.0,,2.0,3.8,0.523,0.523,0.6,1.3,0.441,1.3,2.3,3.6,0.8,0.3,0.7,1.1,2.0,4.5
253,Antonio McDyess\mcdyean01,PF,26,DEN,70,2555,22.0,0.5379999999999999,0.0,0.373,10.1,26.1,18.0,10.8,0.9,2.7,10.7,26.5,,5.2,2.6,7.8,0.146,,2.5,-0.8,1.7,2.4,70,8.2,16.6,0.495,0.0,0.0,,8.2,16.6,0.495,0.495,4.3,6.2,0.7,3.4,8.6,12.1,2.1,0.6,1.5,2.3,3.1,20.8
254,Tracy McGrady*\mcgratr01,SG,21,ORL,77,3087,24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,,8.3,3.9,12.2,0.18899999999999997,,6.5,0.5,7.0,7.0,77,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.46799999999999997,0.474,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8
255,Jim McIlvaine\mcilvji01,C,28,NJN,18,193,6.2,0.42100000000000004,0.0,0.429,4.6,16.5,10.4,3.2,1.9,5.8,21.3,9.9,,-0.2,0.2,0.1,0.015,,-6.9,2.0,-4.9,-0.1,3,0.6,1.6,0.35700000000000004,0.0,0.0,,0.6,1.6,0.35700000000000004,0.35700000000000004,0.4,0.7,0.667,0.4,1.5,1.9,0.2,0.4,0.8,0.5,1.9,1.6
256,Jeff McInnis\mcinnje01,PG,26,LAC,81,2831,15.6,0.521,0.154,0.17300000000000001,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,,5.8,1.1,6.9,0.11699999999999999,,0.6,-0.9,-0.3,1.2,81,5.3,11.5,0.46299999999999997,0.6,1.8,0.361,4.7,9.7,0.48200000000000004,0.491,1.6,2.0,0.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9
257,Derrick McKey\mckeyde01,SF,34,IND,66,987,8.3,0.49,0.147,0.19899999999999998,5.8,14.1,10.1,11.6,2.6,0.9,24.1,9.2,,0.1,1.3,1.4,0.07,,-3.5,2.5,-0.9,0.3,20,0.9,2.1,0.441,0.1,0.3,0.2,0.8,1.8,0.483,0.456,0.3,0.4,0.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.1,2.2
258,Aaron McKie\mckieaa01,SG,28,PHI,76,2394,15.1,0.5489999999999999,0.23800000000000002,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,,2.3,3.5,5.9,0.11800000000000001,,0.1,1.3,1.4,2.1,33,4.4,9.4,0.473,0.7,2.2,0.312,3.8,7.2,0.524,0.511,2.0,2.6,0.768,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,11.6
259,Roshown McLeod\mcleoro01,SF,25,TOT,35,922,10.5,0.475,0.066,0.154,4.6,10.0,7.3,11.0,1.3,0.6,14.1,20.0,,-0.1,0.5,0.4,0.019,,-2.6,-0.8,-3.4,-0.3,25,4.1,9.5,0.43700000000000006,0.1,0.6,0.091,4.1,8.9,0.461,0.44,1.3,1.5,0.882,1.1,2.3,3.4,1.7,0.7,0.2,1.7,2.6,9.6
259,Roshown McLeod\mcleoro01,SF,25,ATL,34,907,10.6,0.475,0.064,0.155,4.5,10.0,7.3,11.2,1.3,0.6,13.9,20.2,,-0.1,0.5,0.4,0.019,,-2.5,-0.8,-3.3,-0.3,25,4.2,9.7,0.436,0.1,0.6,0.095,4.2,9.1,0.46,0.439,1.3,1.5,0.882,1.1,2.4,3.5,1.7,0.7,0.2,1.7,2.6,9.9
259,Roshown McLeod\mcleoro01,SF,25,PHI,1,15,0.9,0.5,0.5,0.0,7.7,7.4,7.5,0.0,0.0,0.0,33.3,9.0,,0.0,0.0,0.0,-0.019,,-6.6,-2.8,-9.4,0.0,0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0
260,Paul McPherson\mcphepa01,PG,22,TOT,55,595,13.6,0.542,0.055999999999999994,0.26899999999999996,7.0,7.6,7.3,11.6,2.2,0.5,16.3,21.0,,0.4,0.5,0.9,0.07400000000000001,,-1.6,-0.3,-1.9,0.0,0,2.0,3.9,0.505,0.0,0.2,0.16699999999999998,1.9,3.7,0.525,0.509,0.8,1.1,0.7240000000000001,0.7,0.7,1.4,0.7,0.5,0.1,0.9,1.5,4.8
260,Paul McPherson\mcphepa01,PG,22,PHO,33,308,10.8,0.526,0.063,0.25,7.2,10.5,8.8,8.8,2.0,0.7,17.8,18.8,,0.0,0.4,0.5,0.076,,-3.5,0.7,-2.7,-0.1,0,1.4,2.9,0.49,0.0,0.2,0.0,1.4,2.7,0.522,0.49,0.5,0.7,0.75,0.6,0.8,1.5,0.5,0.4,0.1,0.7,1.5,3.4
260,Paul McPherson\mcphepa01,PG,22,GSW,22,287,16.7,0.556,0.05,0.28300000000000003,6.8,4.4,5.7,14.6,2.3,0.2,15.1,23.4,,0.4,0.0,0.4,0.071,,0.5,-1.4,-0.9,0.1,0,2.8,5.5,0.517,0.1,0.3,0.33299999999999996,2.7,5.2,0.526,0.525,1.1,1.5,0.706,0.9,0.5,1.4,1.0,0.6,0.0,1.1,1.5,6.8
261,Stanislav Medvedenko\medvest01,PF,21,LAL,7,39,21.8,0.528,0.04,0.48,2.9,22.9,13.0,10.8,1.3,1.8,9.0,38.2,,0.1,0.0,0.1,0.126,,-1.3,-0.9,-2.3,0.0,0,1.7,3.6,0.48,0.1,0.1,1.0,1.6,3.4,0.45799999999999996,0.5,1.0,1.7,0.583,0.1,1.1,1.3,0.3,0.1,0.1,0.4,1.3,4.6
262,Ron Mercer\mercero01,SG,24,CHI,61,2535,14.8,0.49200000000000005,0.040999999999999995,0.203,3.2,8.0,5.5,16.2,1.7,0.8,9.6,24.8,,1.5,0.4,1.8,0.035,,0.3,-2.2,-1.9,0.1,61,8.2,18.4,0.446,0.2,0.8,0.304,8.0,17.6,0.452,0.452,3.1,3.7,0.825,1.2,2.7,3.9,3.3,1.3,0.4,2.1,2.4,19.7
263,Chris Mihm\mihmch01,C,21,CLE,59,1166,12.6,0.5,0.003,0.322,10.6,17.3,13.9,2.4,0.9,3.3,15.2,20.4,,0.3,1.0,1.3,0.053,,-2.9,-1.3,-4.2,-0.7,43,2.9,6.6,0.442,0.0,0.0,0.0,2.9,6.6,0.444,0.442,1.7,2.1,0.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6
264,Darius Miles\milesda01,SF,19,LAC,81,2133,14.7,0.518,0.03,0.37799999999999995,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,,0.5,2.6,3.0,0.068,,-1.3,0.8,-0.5,0.8,21,3.9,7.8,0.505,0.0,0.2,0.053,3.9,7.5,0.519,0.506,1.5,2.9,0.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,2.4,9.4
265,Andre Miller\millean02,PG,24,CLE,82,2848,20.1,0.541,0.064,0.45,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,,6.1,1.9,8.0,0.136,,3.0,-0.2,2.8,3.4,82,5.5,12.2,0.452,0.2,0.8,0.266,5.3,11.4,0.465,0.461,4.6,5.5,0.833,1.1,3.2,4.4,8.0,1.5,0.3,3.2,2.8,15.8
266,Anthony Miller\millean01,PF,29,TOT,4,11,0.9,0.5,0.0,0.0,0.0,20.4,10.1,0.0,0.0,0.0,33.3,12.2,,0.0,0.0,0.0,-0.08199999999999999,,-7.5,-2.4,-9.9,0.0,0,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.3,0.5
266,Anthony Miller\millean01,PF,29,ATL,2,6,4.7,0.5,0.0,0.0,0.0,37.4,18.6,0.0,0.0,0.0,33.3,22.3,,0.0,0.0,0.0,-0.15,,-6.3,-3.1,-9.5,0.0,0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
266,Anthony Miller\millean01,PF,29,HOU,1,3,-6.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.006999999999999999,,-12.1,-1.2,-13.3,0.0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
266,Anthony Miller\millean01,PF,29,PHI,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.012,,-4.4,-1.7,-6.1,0.0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Brad Miller\millebr01,C,24,CHI,57,1434,16.4,0.52,0.013000000000000001,0.585,11.5,23.7,17.3,13.1,1.2,2.0,13.1,18.1,,2.3,1.1,3.4,0.114,,-0.2,-1.0,-1.2,0.3,45,2.9,6.8,0.435,0.0,0.1,0.2,2.9,6.7,0.43799999999999994,0.43700000000000006,2.9,4.0,0.743,2.5,4.8,7.4,1.9,0.6,0.7,1.3,3.1,8.9
268,Mike Miller\millemi01,SF,20,ORL,82,2390,13.2,0.541,0.431,0.151,3.0,12.4,7.6,9.7,1.1,0.6,9.7,18.5,,3.3,1.9,5.3,0.106,,0.7,-0.9,-0.2,1.0,62,4.5,10.3,0.436,1.8,4.4,0.40700000000000003,2.7,5.9,0.457,0.523,1.1,1.6,0.711,0.8,3.2,4.0,1.7,0.6,0.2,1.2,2.4,11.9
269,Reggie Miller*\millere01,SG,35,IND,81,3181,17.3,0.574,0.395,0.29600000000000004,1.4,8.5,5.1,15.0,1.4,0.3,9.1,21.5,,8.1,2.2,10.3,0.155,,2.8,-0.6,2.3,3.4,81,6.4,14.5,0.44,2.1,5.7,0.366,4.3,8.8,0.48700000000000004,0.512,4.0,4.3,0.9279999999999999,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0,18.9
270,Chris Mills\millsch01,SF,31,GSW,15,493,9.6,0.435,0.131,0.188,4.8,16.2,10.0,6.1,0.9,0.7,8.8,19.4,,0.0,0.1,0.1,0.006999999999999999,,-2.8,-1.6,-4.4,-0.3,8,4.7,12.7,0.37200000000000005,0.5,1.7,0.28,4.3,11.1,0.386,0.39,2.1,2.4,0.861,1.6,4.6,6.2,1.2,0.6,0.3,1.3,2.9,12.0
271,Terry Mills\millste01,PF,33,IND,14,113,1.1,0.368,0.5,0.0,4.1,16.5,10.5,7.2,1.4,0.6,22.7,18.2,,-0.4,0.1,-0.2,-0.096,,-7.8,-0.4,-8.2,-0.2,0,0.8,2.4,0.324,0.2,1.2,0.17600000000000002,0.6,1.2,0.47100000000000003,0.368,0.0,0.0,,0.3,1.2,1.5,0.4,0.2,0.1,0.7,1.4,1.8
272,Sam Mitchell\mitchsa01,SF,37,MIN,82,983,8.2,0.455,0.149,0.19,3.2,11.2,7.1,8.6,1.4,0.7,10.3,16.1,,0.0,0.6,0.6,0.03,,-3.7,-0.9,-4.6,-0.6,4,1.4,3.5,0.408,0.1,0.5,0.209,1.3,3.0,0.44299999999999995,0.424,0.5,0.7,0.727,0.3,1.2,1.5,0.7,0.3,0.1,0.4,1.4,3.5
273,Cuttino Mobley\moblecu01,SG,25,HOU,79,3002,17.7,0.541,0.20800000000000002,0.39,3.3,11.8,7.7,11.5,1.5,0.6,10.4,24.3,,6.2,2.0,8.2,0.13,,1.7,-0.8,0.9,2.2,49,6.7,15.4,0.434,1.1,3.2,0.35700000000000004,5.5,12.2,0.45399999999999996,0.47100000000000003,5.0,6.0,0.831,1.1,4.0,5.0,2.5,1.1,0.3,2.1,2.1,19.5
